year,head_no,subhead_no,subhead_name,reimbursements,item_no,title,actual,revised,estimate
2013,74,000,Operational expenses,"",,Recurrent,362080,398729,405986
2013,74,,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",,4080,
2013,74,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",,857,
2013,76,000,Operational expenses,"",,Recurrent,1179099,1260733,1341994
2013,76,189,Interest on tax reserve certificates,"",,Recurrent,6115,60000,86000
2013,76,209,Special legal expenses,"",,Recurrent,3243,4003,4005
2013,78,000,Operational expenses,"",,Recurrent,100556,113970,121505
2013,79,000,Operational expenses,"",,Recurrent,112055,113679,116913
2013,80,000,Operational expenses,"",,Recurrent,1026342,1122611,1258578
2013,80,206,Expenses of witnesses and jurors,"",,Recurrent,7586,7765,8612
2013,80,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",,350,698
2013,80,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",1300,5831,3702
2013,80,661,Law library acquisitions (block vote),"",,"Plant, Equipment and Works",22400,,
2013,80,700,General non-recurrent,"",,Non-Recurrent,63,40,535
2013,82,000,Operational expenses,"",,Recurrent,841094,958519,1023363
2013,82,227,Payment for Land Registry/Companies Registry Trading Fund services,"",,Recurrent,30445,70874,101572
2013,82,,General non-recurrent,"",,Non-Recurrent,523,1045,
2013,90,000,Operational expenses,"",,Recurrent,1089386,1180273,1486931
2013,90,280,Contribution to the Occupational Safety and Health Council,"",,Recurrent,4014,5162,5420
2013,90,295,Contribution to the Occupational Deafness Compensation Board,"",,Recurrent,1405,1807,1897
2013,90,700,General non-recurrent,"",,Non-Recurrent,175509,259783,546184
2013,91,000,Operational expenses,"",,Recurrent,1847060,2007952,2064597
2013,91,003,Recoverable salaries and allowances (General),28074,,Recurrent,,,
2013,91,221,Clearance of government land - ex-gratia allowances,"",,Recurrent,472,211,4924
2013,91,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",2151,1480,2081
2013,92,000,Operational expenses,"",,Recurrent,933669,1066907,1178848
2013,92,003,Recoverable salaries and allowances (General),600,,Recurrent,,,
2013,92,234,Court costs,"",,Recurrent,186050,209887,222000
2013,92,700,General non-recurrent,"",,Non-Recurrent,143,552,870
2013,94,000,Operational expenses,"",,Recurrent,241545,261667,271205
2013,94,208,Legal aid costs,"",,Recurrent,463161,508550,570958
2013,94,,General non-recurrent,"",,Non-Recurrent,,100000,
2013,95,000,Operational expenses,"",,Recurrent,5711253,6121531,6423250
2013,95,600,Works,"",,"Plant, Equipment and Works",8691,12756,14453
2013,95,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",27179,11280,11321
2013,95,653,Restoration of historic buildings (block vote),"",,"Plant, Equipment and Works",9130,10107,13103
2013,95,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",65363,73530,60747
2013,95,694,Archaeological excavations (block vote),"",,"Plant, Equipment and Works",882,945,750
2013,95,700,General non-recurrent,"",,Non-Recurrent,42,5560,12224
2013,95,863,Non-government organisation camps (block vote),"",,Subventions,2875,2500,2168
2013,96,000,Operational expenses,"",,Recurrent,299991,306019,324678
2013,96,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",780,378,
2013,96,,General non-recurrent,"",,Non-Recurrent,1341,,
2013,100,000,Operational expenses,"",,Recurrent,942745,986104,997333
2013,100,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",,,12439
2013,100,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",29655,29744,32178
2013,100,700,General non-recurrent,"",,Non-Recurrent,2109,3100,3100
2013,106,251,Additional commitments,"",,Recurrent,,,794000
2013,106,284,Compensation,"",,Recurrent,69442,945100,1865500
2013,106,689,Additional commitments,"",,"Plant, Equipment and Works",,,100000
2013,106,789,Additional commitments,"",,Non-Recurrent,,,54473000
2013,106,821,Contribution to the eighth replenishment of the Asian Development Fund,"",,Non-Recurrent,19378,13460,7745
2013,106,822,Contribution to the ninth replenishment of the Asian Development Fund,"",,Non-Recurrent,26705,32047,32252
2013,112,000,Operational expenses,"",,Recurrent,355503,412880,443781
2013,112,366,Remuneration and reimbursements for Members of the Legislative Council,"",,Recurrent,160015,208988,208375
2013,112,700,General non-recurrent,"",,Non-Recurrent,1581,1010,427
2013,112,872,Non-recurrent expenses reimbursements for Members of the Legislative Council,"",,Subventions,1400,11240,4025
2013,112,885,Legislative Council Commission,"",,Subventions,50428,16248,7776
2013,114,000,Operational expenses,"",,Recurrent,94089,98985,99465
2013,114,700,General non-recurrent,"",,Non-Recurrent,75,100,75
2013,116,000,Operational expenses,"",,Recurrent,126029,141030,155059
2013,116,700,General non-recurrent,"",,Non-Recurrent,53,60,100
2013,118,000,Operational expenses,"",,Recurrent,486959,534781,563117
2013,118,700,General non-recurrent,"",,Non-Recurrent,3795,5667,11280
2013,120,015,Public and judicial service pension benefits and compensation,"",,Recurrent,18934736,21124200,24568700
2013,120,016,Contract gratuities,"",,Recurrent,314755,395000,367200
2013,120,017,Surviving spouses’ and children’s pensions and widows’ and orphans’ pensions,"",,Recurrent,424612,462300,499050
2013,120,018,"Volunteer and defence force pensions, allowances and grants","",,Recurrent,27457,27000,27000
2013,120,021,"Ex-gratia pensions, awards and allowances","",,Recurrent,104,160,150
2013,120,026,"Employees’ compensation, injury, incapacity and death related payments and expenses","",,Recurrent,35685,44000,47400
2013,121,000,Operational expenses,"",,Recurrent,35107,46180,47977
2013,121,852,"Independent Police Complaints Council - minor plant, vehicles and equipment (block vote)","",,Subventions,982,505,1856
2013,122,000,Operational expenses,"",,Recurrent,13491544,14121200,14427157
2013,122,103,Rewards and special services,"",,Recurrent,81771,78000,80000
2013,122,207,"Expenses of witnesses, prisoners and deportees","",,Recurrent,2990,4650,5000
2013,122,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",10817,24309,92409
2013,122,614,"Alterations, additions and improvements to in-service Marine Police craft (block vote)","",,"Plant, Equipment and Works",1137,1187,996
2013,122,624,Repairs and improvements to land boundary fences,"",,"Plant, Equipment and Works",,,3520
2013,122,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",64328,66049,84799
2013,122,695,Police specialised vehicles (block vote),"",,"Plant, Equipment and Works",98276,118371,82573
2013,136,000,Operational expenses,"",,Recurrent,18932,18319,20059
2013,137,000,Operational expenses,"",,Recurrent,61418,57503,67755
2013,137,700,General non-recurrent,"",,Non-Recurrent,3874,5500,5000
2013,138,000,Operational expenses,"",,Recurrent,135112,144255,164405
2013,138,700,General non-recurrent,"",,Non-Recurrent,554489,486210,599240
2013,139,000,Operational expenses,"",,Recurrent,58852,59803,80496
2013,140,000,Operational expenses,"",,Recurrent,38159266,42386628,44779654
2013,140,700,General non-recurrent,"",,Non-Recurrent,54353,10059000,120000
2013,140,899,"Prince Philip Dental Hospital - minor plant, vehicles, equipment, maintenance, and improvement (block vote)","",,Subventions,2992,7865,6685
2013,140,979,Hospital Authority - equipment and information systems (block vote),"",,Subventions,714400,752880,652450
2013,140,979,Hospital Authority - information technology system for health care vouchers,"",,Subventions,4994,4416,
2013,140,,Prince Philip Dental Hospital,"",,Subventions,33141,7220,10150
2013,141,000,Operational expenses,"",,Recurrent,520229,601015,664404
2013,141,700,General non-recurrent,"",,Non-Recurrent,24088,24970,47847
2013,141,864,Skills centres (block vote),"",,Subventions,10680,6556,5534
2013,142,000,Operational expenses,"",,Recurrent,592044,695687,738253
2013,142,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",2088,746,158
2013,142,700,General non-recurrent,"",,Non-Recurrent,275,2300,1429
2013,143,000,Operational expenses,"",,Recurrent,440218,466894,499053
2013,143,700,General non-recurrent,"",,Non-Recurrent,126,120,120
2013,144,000,Operational expenses,"",,Recurrent,386471,450783,497186
2013,144,003,Recoverable salaries and allowances (General),2510,,Recurrent,,,
2013,144,700,General non-recurrent,"",,Non-Recurrent,733,3000,2900
2013,144,,Office of the Privacy Commissioner for Personal Data,"",,Subventions,230,472,
2013,147,000,Operational expenses,"",,Recurrent,147000,150495,154928
2013,147,281,Air passenger departure tax administration fees,"",,Recurrent,46779,48830,49820
2013,147,700,General non-recurrent,"",,Non-Recurrent,29954042,14044700,1608102
2013,148,000,Operational expenses,"",,Recurrent,175210,189846,210835
2013,148,003,Recoverable salaries and allowances (General),3631,,Recurrent,,,
2013,148,700,General non-recurrent,"",,Non-Recurrent,15131,28102,28338
2013,151,000,Operational expenses,"",,Recurrent,233543,261320,313589
2013,152,000,Operational expenses,"",,Recurrent,1245379,1300784,1505328
2013,152,700,General non-recurrent,"",,Non-Recurrent,24069,37828,34147
2013,155,000,Operational expenses,"",,Recurrent,482402,500862,517904
2013,155,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",924,190,2586
2013,155,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",2857,9970,5738
2013,155,700,General non-recurrent,"",,Non-Recurrent,11660,27000,33000
2013,155,,Hong Kong Productivity Council,"",,Subventions,4817,,
2013,156,000,Operational expenses,"",,Recurrent,39986247,42657798,43456723
2013,156,003,Recoverable salaries and allowances (General),12210,,Recurrent,,,
2013,156,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",1095,6109,3229
2013,156,700,General non-recurrent,"",,Non-Recurrent,3968524,7393179,379158
2013,156,871,Vocational Training Council,"",,Subventions,7498,5032,4576
2013,156,873,Codes of Aid for existing schools,"",,Subventions,4711,2806,541
2013,156,898,Codes of Aid for existing schools - furniture and equipment (block vote),"",,Subventions,1016,2238,2071
2013,156,900,"Codes of Aid for existing schools - maintenance, repairs and minor improvement (block vote)","",,Subventions,591920,612619,582319
2013,156,950,Hong Kong Examinations and Assessment Authority,"",,Subventions,58641,34345,22071
2013,156,976,Vocational Training Council (block vote),"",,Subventions,32538,32603,27731
2013,156,976,Hong Kong Council for Accreditation of Academic and Vocational Qualifications,"",,Subventions,10000,,
2013,158,000,Operational expenses,"",,Recurrent,129351,146190,167926
2013,158,700,General non-recurrent,"",,Non-Recurrent,5056,2627,1253
2013,159,000,Operational expenses,"",,Recurrent,271067,306959,356860
2013,159,003,Recoverable salaries and allowances (General),2215,,Recurrent,,,
2013,159,700,General non-recurrent,"",,Non-Recurrent,30486,51708,115869
2013,160,000,Operational expenses,"",,Recurrent,503877,576218,694083
2013,160,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",19808,37074,43462
2013,160,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",16219,7080,4743
2013,160,700,General non-recurrent,"",,Non-Recurrent,,,12000
2013,162,000,Operational expenses,"",,Recurrent,404873,442479,484270
2013,162,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",160,,
2013,163,000,Operational expenses,"",,Recurrent,352839,546849,94315
2013,166,000,Operational expenses,"",,Recurrent,190249,200402,232987
2013,166,200,Insurance of aircraft,"",,Recurrent,690,700,700
2013,166,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",261976,317810,204024
2013,166,631,"Aircraft components, component overhaul and safety equipment (block vote)","",,"Plant, Equipment and Works",77279,114990,78124
2013,166,631,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",,485,
2013,168,000,Operational expenses,"",,Recurrent,225606,240213,247367
2013,168,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",,4972,
2013,169,000,Operational expenses,"",,Recurrent,16096,16757,18014
2013,170,000,Operational expenses,"",,Recurrent,12683257,13931849,15231880
2013,170,003,Recoverable salaries and allowances (General),4890,,Recurrent,,,
2013,170,157,Assistance for patients and their families,"",,Recurrent,88,141,141
2013,170,176,Criminal and law enforcement injuries compensation,"",,Recurrent,5320,6210,6210
2013,170,177,Emergency relief,"",,Recurrent,524,1000,1000
2013,170,179,Comprehensive social security assistance scheme,"",,Recurrent,18470677,18532000,20374000
2013,170,180,Social security allowance scheme,"",,Recurrent,9025929,9784000,18949000
2013,170,184,Traffic accident victims assistance scheme,"",,Recurrent,31000,32459,37200
2013,170,187,Agents’ commission and expenses,"",,Recurrent,4194,4782,5104
2013,170,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",,,884
2013,170,700,General non-recurrent,"",,Non-Recurrent,1968146,2108880,117416
2013,173,000,Operational expenses,"",,Recurrent,247335,290568,338653
2013,173,228,Student financial assistance,"",,Recurrent,3569099,4072003,4402877
2013,173,700,General non-recurrent,"",,Non-Recurrent,268973,235651,274764
2013,174,000,Operational expenses,"",,Recurrent,20409,27537,30070
2013,180,000,Operational expenses,"",,Recurrent,78812,41978,43627
2013,180,,General non-recurrent,"",,Non-Recurrent,114,,
2013,181,000,Operational expenses,"",,Recurrent,279025,295988,307636
2013,181,700,General non-recurrent,"",,Non-Recurrent,367096,433076,462452
2013,181,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",1671,,
2013,184,988,Payment to the Loan Fund,"",,Capital Account,,,700000
2013,184,990,Payment to the Disaster Relief Fund,"",,Capital Account,,52000,43000
2013,186,000,Operational expenses,"",,Recurrent,1181018,1254163,1359869
2013,186,166,Public Transport Fare Concession Scheme for the Elderly and Eligible Persons with Disabilities,"",,Recurrent,,227918,596991
2013,186,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",56351,9956,16507
2013,186,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",4931,9547,11105
2013,186,700,General non-recurrent,"",,Non-Recurrent,9700,49776,45535
2013,186,927,Hong Kong Society for Rehabilitation,"",,Subventions,431,500,
2013,186,927,Hong Kong Society for Rehabilitation - rehabuses (block vote),"",,Subventions,18022,9000,5865
2013,188,000,Operational expenses,"",,Recurrent,324049,339657,359825
2013,188,003,Recoverable salaries and allowances (General),5020,,Recurrent,,,
2013,188,187,Agents’ commission and expenses,"",,Recurrent,3362,3600,3635
2013,190,000,Operational expenses,"",,Recurrent,11707549,13651629,14735579
2013,190,700,General non-recurrent,"",,Non-Recurrent,,2200000,280000
2013,194,000,Operational expenses,"",,Recurrent,2864459,2979449,3019516
2013,194,223,Purchase of water,"",,Recurrent,3379400,3575900,3782580
